Afrik	非洲
Fuentes de Magaña	丰特斯德马加尼亚
Viana de Duero (Soria)	比亚纳德杜埃罗
Tardelcuende (Soria)	塔尔德尔昆德
Duruelo de la Sierra	杜鲁埃洛德拉谢拉
Bayubas de Abajo (Soria)	下巴尤瓦斯
Bettendorf, Iowa	贝滕多夫 (艾奥瓦州)
Fuentearmegil	丰特亚尔梅希尔
Fuentelmonge	丰特尔蒙赫
Rollamienta	罗利亚缅塔
Villar del Ala	比利亚尔德拉拉
Velilla de los Ajos (Soria)	贝利利亚德洛萨霍斯
Momblona (Soria)	蒙夫洛纳
Fresno de Caracena	弗雷斯诺德卡拉塞纳
Valdegeña	巴尔德赫尼亚
Velamazán (Soria)	贝拉马桑
Torlengua	托尔伦瓜
Fuentecantos	丰特坎托斯
Carrascosa de Abajo	下卡拉斯科萨
Pinilla del Campo	皮尼利亚德尔坎波
Serón de Nágima	塞龙德纳希马
Blacos (Soria)	布拉科斯
Valdeavellano de Tera	巴尔德亚韦利亚诺德特拉
Narros	纳罗斯
Valdeprado	巴尔德普拉多
Borjabad (Soria)	博尔哈瓦德
Fuentelsaz de Soria	丰特尔萨斯德索里亚
San Leonardo de Yagüe	圣莱奥纳尔多德阿格
Muriel de la Fuente	穆列尔德拉丰特
Villar del Río	比利亚尔德尔里奥
Valderrodilla (Soria)	巴尔德罗迪利亚
Espejón	埃斯佩洪
Matalebreras	马塔莱夫雷拉斯
Quintana Redonda (Soria)	金塔纳雷东达
Nafría de Ucero	纳夫里亚德乌塞罗
Sotillo del Rincón	索蒂略德尔林孔
Torrubia de Soria	托鲁维亚德索里亚
Noviercas	诺维耶尔卡斯
Grass Valley, Kalifòni	草谷 (加利福尼亚州)
Tajueco (Soria)	塔胡埃科
Valdenebro (Soria)	巴尔德内夫罗
Villaciervos (Soria)	比利亚希耶尔沃斯
Villanueva de Gormaz	戈尔马斯新镇
Yelo	耶洛
Montenegro de Cameros	蒙特内格罗德卡梅罗斯
Ucero	乌塞罗
Langa de Duero	兰加德杜埃罗
Quiñonería	基尼奥内里亚
Villar del Campo	比利亚尔德尔坎波
Portillo de Soria	波尔蒂略德索里亚
Gormaz (Soria)	戈尔马斯
Santa Cruz de Yanguas	圣克鲁斯德安瓜斯
Villaseca de Arciel	比利亚塞卡德亚尔希耶尔
Reznos	雷斯诺斯
Cueva de Ágreda	库埃瓦德亚格雷达
Nolay (Soria)	诺莱 (索里亚省)
Cirujales del Río	西鲁哈莱斯德尔里奥
Mount Vernon, New York	弗農山 (紐約州)
Caracena	卡拉塞纳
Cubo de la Solana	库沃德拉索拉纳
Miño de San Esteban	米尼奥德圣埃斯特万
Entèfaz	間期
Mouvman amonik senp	簡諧運動
Fuentestrún	丰特斯特伦
Espeja de San Marcelino	埃斯佩哈德圣马尔塞利诺
Matamala de Almazán (Soria)	马塔马拉德亚尔马桑
La Póveda de Soria	拉波韦达德索里亚
Los Rábanos (Soria)	洛斯拉瓦诺斯
Quintanas de Gormaz	金塔纳斯德戈尔马斯
Santa María de Huerta	圣马里亚德韦尔塔
San Pedro Manrique	圣佩德罗曼里克
Medford, Oregon	梅德福 (俄勒冈州)
Velilla de la Sierra (Soria)	贝利利亚德拉谢拉
Valdemaluque	巴尔德马卢克
San Felices (Soria)	圣费利塞斯
Renieblas	雷涅夫拉斯
Morón de Almazán (Soria)	莫龙德亚尔马桑
Los Villares de Soria	洛斯维利亚雷斯德索里亚
Gilroy, Kalifòni	吉尔罗伊 (加利福尼亚州)
Ukiah, Kalifòni	尤奇亚
Dublin, Kalifòni	都伯林 (加利福尼亞州)
Loma Linda, Kalifòni	罗马琳达 (加利福尼亚州)
Woodland, Kalifòni	伍德兰 (加利福尼亚州)
Torreblacos (Soria)	托雷夫拉科斯
Vizmanos	比斯马诺斯
Tejado	特哈多
Retortillo de Soria	雷托尔蒂略德索里亚
Monteagudo de las Vicarías	蒙特亚古多德拉斯维卡里亚斯
La Riba de Escalote (Soria)	拉里瓦德埃斯卡洛特
Montejo de Tiermes	蒙特霍德铁尔梅斯
La Losilla	拉洛西利亚
Ojai, Kalifòni	奧海鎮
Recuerda	雷库埃尔达
Tajahuerce	塔哈韦尔塞
Santa María de las Hoyas	圣马里亚德拉斯奥亚斯
Fuentepinilla	丰特皮尼利亚
Golmayo	戈尔迈奥
Rioseco de Soria	里奥塞科德索里亚
Barca	巴尔卡
Enpilsyon	冲量
211 (nonm)	211
212 (nonm)	212
Bryant Tuckerman	布萊恩特·塔克曼
Lakewood, Kalifòni	莱克伍德 (加利福尼亚州)
Westminster, Kalifòni	威斯敏斯特 (加利福尼亚州)
Buena Park, Kalifòni	普安那公园 (加利福尼亚州)
Fountain Valley, Kalifòni	芳泉谷 (加利福尼亚州)
South Gate, Kalifòni	南门 (加利福尼亚州)
Covina, Kalifòni	柯汶纳
Temecula, Kalifòni	特曼库拉 (加利福尼亚州)
Murrieta, Kalifòni	穆列塔 (加利福尼亚州)
Indio, Kalifòni	印第奥 (加利福尼亚州)
Whittier, Kalifòni	惠提尔
Fulton, Missouri	富尔顿 (密苏里州)
Myrtle Beach, Kawolin disid	默特尔比奇 (南卡罗来纳州)
Redondo Beach, Kalifòni	雷东多海滩 (加利福尼亚州)
Chajman pa endiksyon	静电感应
Cihuela	西韦拉
OLPC	OLPC
Montejaque (Málaga)	蒙特哈克
Sistèm vijezimal	二十进制
Dekonpozè	分解者
Loveland (Owayo)	洛弗兰德 (俄亥俄州)
Shawnee, Oklahoma	肖尼 (俄克拉何马州)
Lagonav (gòf)	戈纳夫湾
Kent, Washington	肯特 (华盛顿州)
Lynchburg, Vijini	林奇堡 (維吉尼亞州)
Pasco, Washington	帕斯科 (华盛顿州)
Texarkana, Texas	特克萨卡纳 (得克萨斯州)
Latibonit (depatman)	阿蒂博尼特省
Kennewick, Washington	肯纳威克 (华盛顿州)
Valverde del Camino (Huelva)	巴尔韦尔德德尔卡米诺
Ely, Nevada	伊利 (內華達州)
Sant	中央省 (海地)
Boujònman	出芽生殖
241 (nonm)	241
229 (nonm)	229
Zwazo palmis	棕櫚䳭
Hopkinsville, Kentucky	霍普金斯 (肯塔基州)
Worland, Wyoming	沃兰 (怀俄明州)
240 (nonm)	240
242 (nonm)	242
239 (nonm)	239
223 (nonm)	223
Sancti Spíritus, Kiba	圣斯皮里图斯市
Forè tanpere imid	溫帶雨林
Florence, Arizona	弗洛伦斯 (亚利桑那州)
Benjamin Finkel	班傑明·芬克爾
Hiroshi Haruki	春木博
Camarillo, Kalifòni	卡马里奥 (加利福尼亚州)
Kearney, Nebraska	卡尼 (内布拉斯加州)
Bollullos Par del Condado (Huelva)	博柳略斯帕尔德尔孔达多
Alhaurín el Grande (Málaga)	阿尔奥里内尔格兰德
Cartaya (Huelva)	卡尔泰阿
Roseburg, Oregon	罗斯堡 (俄勒冈州)
McComb, Mississippi	麦库姆 (密西西比州)
Union City, Kalifòni	聯合市 (加利福尼亞州)
San Fernando, Kalifòni	圣费尔南多 (加利福尼亚州)
Gardena, Kalifòni	加迪纳 (加利福尼亚州)
Mill Valley, Kalifòni	米尔谷 (加利福尼亚州)
West Hollywood, Kalifòni	西好莱坞 (加利福尼亚州)
Brentwood, Kalifòni	布伦特伍德 (加利福尼亚州)
Istwa Ayiti	海地历史
Twentynine Palms, Kalifòni	二十九棕榈村 (加利福尼亚州)
Danville, Kalifòni	丹维尔 (加利福尼亚州)
Needles, Kalifòni	尼德尔斯 (加利福尼亚州)
Colton, Kalifòni	科尔顿 (加利福尼亚州)
Malfini	鹰
North Charleston, Kawolin disid	北查尔斯顿 (南卡罗来纳州)
Oregon City, Oregon	俄勒冈城
Lynwood, Kalifòni	林伍德 (加利福尼亚州)
Newark, Kalifòni	紐華克 (加利福尼亞州)
Vacaville, Kalifòni	瓦卡维尔 (加利福尼亚州)
San Marino, Kalifòni	圣玛利诺 (加利福尼亚州)
La Mesa, Kalifòni	拉米萨 (加利福尼亚州)
Oroville, Kalifòni	奥罗维尔 (加利福尼亚州)
Walnut, Kalifòni	沃尔纳特 (加利福尼亚州)
Madera, Kalifòni	马德拉 (加利福尼亚州)
Novato, Kalifòni	诺瓦托 (加利福尼亚州)
Huntington Park, Kalifòni	亨廷顿公园 (加利福尼亚州)
San Leandro, Kalifòni	聖利安卓 (加利福尼亞州)
Glendora, Kalifòni	格伦多拉 (加利福尼亚州)
Beverly Beach, Florid	比佛利海滩 (佛罗里达州)
737 (nonm)	737
222 (nonm)	222
216 (nonm)	216
217 (nonm)	217
221 (nonm)	221
215 (nonm)	215
214 (nonm)	214
213 (nonm)	213
Negritid	黑人性運動
Gonayiv (komin)	戈纳伊夫
South Pasadena, Kalifòni	南帕萨迪纳 (加利福尼亚州)
Port Angeles, Washington	安吉利斯港 (华盛顿州)
Panama City, Florid	巴拿马城 (佛罗里达州)
Healdsburg, Kalifòni	希尔兹堡 (加利福尼亚州)
Lynnwood, Washington	林伍德 (华盛顿州)
Dana Point	达纳点 (加利福尼亚州)
Longview, Texas	朗維尤 (德克薩斯州)
Lodi, Kalifòni	洛迪 (加利福尼亚州)
Cocoa Beach, Florid	可可比奇
Bishop, Kalifòni	毕晓普 (加利福尼亚州)
Hamilton, Ohio	漢密爾頓 (俄亥俄州)
Marietta, Georgie	玛丽埃塔 (佐治亚州)
Lompoc, Kalifòni	隆波克 (加利福尼亚州)
Chino Hills, Kalifòni	奇诺岗
Kalispell	卡利斯佩尔
Dikinsòn	迪金森 (北达科他州)
Grand Terrace, Kalifòni	大露台 (加利福尼亚州)
Montclair, Kalifòni	蒙特克莱尔 (加利福尼亚州)
VietJet Air	越捷航空
Manhattan, Kansas	曼哈頓 (堪薩斯州)
Hammond, Indiana	哈蒙德 (印第安纳州)
234 (nonm)	234
251 (nonm)	251
225 (nonm)	225
235 (nonm)	235
945 (nonm)	945
874 (nonm)	874
Varahamihira	伐罗诃密希罗
Estimilis	刺激
Cloquet	克洛凯 (明尼苏达州)
Big Timber, Montana	大廷伯 (蒙大拿州)
Charles Dupin	夏尔·迪潘
Laguna Hills, Kalifòni	拉古纳山 (加利福尼亚州)
Yucca Valley, Kalifòni	丝兰谷 (加利福尼亚州)
Gonzales, Kalifòni	冈萨雷斯 (加利福尼亚州)
King City, Kalifòni	金城 (加利福尼亚州)
Ridgecrest, Kalifòni	里奇克莱斯特 (加利福尼亚州)
Bingen, Washington	宾根 (华盛顿州)
Lake Charles, Lwizyana	莱克查尔斯 (路易斯安那州)
Los Altos, Kalifòni	洛思阿圖斯 (加利福尼亞州)
Placentia, Kalifòni	普拉森 (加利福尼亚州)
Temple City, Kalifòni	坦普爾市
Krèt (onn)	波峰
Biscayne Park, Florid	比斯坎湾公园 (佛罗里达州)
Kapasite pòtez	环境承载力
Mount Vernon, Washington	弗农山 (华盛顿州)
Pèmeyabilite selektif	半透膜
Folikil ki gen pwal	毛囊
Moorhead, Mississippi	穆尔黑德 (密西西比州)
Chemine idwotèmal	深海熱泉
Indianola, Mississippi	印第安诺拉
Fòs nè	淨力
Kelso, Washington	凱爾索 (華盛頓州)
Hershey, Pennsilvani	赫爾希鎮
Los Altos Hills, Kalifòni	洛思阿圖斯山丘 (加利福尼亞州)
Ellensburg, Washington	埃伦斯堡 (华盛顿州)
Centralia, Washington	森特勒利亚 (华盛顿州)
Uvalde, Texas	尤瓦尔迪
Harlingen, Texas	哈靈根 (德克薩斯州)
Johnson City, Texas	约翰逊城 (得克萨斯州)
Valparaiso, Indiana	瓦尔帕莱索 (印第安纳州)
Evanston, Wyoming	埃文斯顿 (怀俄明州)
Jackson, Wyoming	杰克逊 (怀俄明州)
Loveland, Kolorado	拉夫兰 (科罗拉多州)
Georgetown, Kentucky	乔治敦 (肯塔基州)
Bossier City, Lwizyana	波西尔城
Black Hawk, Kolorado	黑鹰 (科罗拉多州)
John Sullivan	约翰·沙利文
Lis prezidan Ayiti	海地国家元首列表
Blythe, Kalifòni	布莱斯 (加利福尼亚州)
Bogalusa, Lwizyana	博加卢萨 (路易斯安那州)
Leonard Eugene Dickson	雷奧那德·尤金·迪克遜
Byhalia, Mississippi	拜黑利亚 (密西西比州)
Saint Leo, Florid	圣利奥 (佛罗里达州)
Bonita Springs, Florid	博尼塔温泉 (佛罗里达州)
Bow Mar, Kolorado	波玛 (科罗拉多州)
Bowling Green, Ohio	鮑靈格林 (俄亥俄州)
51 (nonm)	51
Estrikti kristalen	晶体结构
Boynton Beach, Florid	博因顿海滩 (佛罗里达州)
Bradbury, Kalifòni	白普理 (加利福尼亚州)
224 (nonm)	224
Aewopò Ca Mau	金甌機場
Brawley, Kalifòni	布劳利 (加利福尼亚州)
Villalba del Alcor (Huelva)	比利亚尔瓦德拉尔科尔
La Palma del Condado (Huelva)	拉帕尔马德尔孔达多
Breckenridge, Kolorado	布雷肯里奇 (科罗拉多州)
Nwayo kondansasyon	云凝结核
Solisyon akez	水溶液
Imisib	混溶
Masak lekol elemante Sandy Hook	桑迪·胡克小学枪击案
Bremen, Kentucky	不来梅 (肯塔基州)
Teyori kolizyon	碰撞理论
Ekilib dinamik	動態平衡
765 (nonm)	765
Tansyon	張力 (物理)
Brentwood, New Hampshire	布伦特伍德 (新罕布什尔州)
Rosemead, Kalifòni	柔似蜜
Rezonans (chimi)	共振 (化学)
Estrikti lewis	路易斯結構
Texas City, Texas	德克薩斯城
246 (nonm)	246
273 (nonm)	273
244 (nonm)	244
276 (nonm)	276
313 (nonm)	313
284 (nonm)	284
238 (nonm)	238
360 (nonm)	360
236 (nonm)	236
496 (nonm)	496
Kare pounèt	旁氏表
Respirasyon selilè	呼吸作用
254 (nonm)	254
237 (nonm)	237
232 (nonm)	232
Houlton, Maine	霍尔顿 (缅因州)
Kokomo, Indiana	科科莫 (印第安纳州)
Gibraleón (Huelva)	希夫拉莱翁
Sandpoint, Idaho	桑德波因特 (爱达荷州)
Pascagoula, Mississippi	帕斯卡古拉 (密西西比州)
Cala (Huelva)	卡拉 (韦尔瓦省)
Grandans	大灣省
Calañas (Huelva)	卡拉尼亚斯
Aljaraque (Huelva)	阿尔哈拉克
Aceguá	阿塞瓜
Lis provens Repiblik dominikàn	多米尼加共和国行政区划
Hidden Hills, Kalifòni	隐山 (加利福尼亚州)
Casares (Málaga)	卡萨雷斯
Corcoran, Kalifòni	科克伦 (加利福尼亚州)
Manilva (Málaga)	马尼尔瓦
Jabugo (Huelva)	哈武戈
Watsonville, Kalifòni	沃森维尔 (加利福尼亚州)
North Hero, Vermont	北赫罗 (佛蒙特州)
Bridgeton, New Jersey	布里奇頓 (新澤西州)
Sahuarita, Arizona	萨瓦里塔 (亚利桑那州)
Sandy Springs, Georgie	桑迪斯普林斯 (佐治亚州)
Parker, Arizona	帕克 (亚利桑那州)
Cody, Wyoming	科迪 (懷俄明州)
Liberty Lake, Washington	利伯蒂湖 (华盛顿州)
Moore, Oklahoma	穆尔 (俄克拉何马州)
Tustin, Kalifòni	塔斯廷 (加利福尼亚州)
Imperial Beach, Kalifòni	因皮里尔滩 (加利福尼亚州)
City of Commerce, Kalifòni	科默斯 (加利福尼亚州)
West Richland, Washington	西里奇兰 (华盛顿州)
Brisbane, Kalifòni	布里斯班 (加利福尼亚州)
Bristol, Tennessee	布里斯托爾 (田納西州)
Evolisyon divèjan	趨異演化
Ocala, Florid	奥卡拉 (佛罗里达州)
311 (nonm)	311
322 (nonm)	322
315 (nonm)	315
Gillette, Wyoming	吉列 (怀俄明州)
573 (nonm)	573
Wessington Springs, Dakota disid	韦辛顿泉 (南达科他州)
Hill City, Minnesota	希尔城 (明尼苏达州)
Crook, Kolorado	克鲁克 (科罗拉多州)
Tamarac, Florid	塔玛拉克 (佛罗里达州)
271 (nonm)	271
701 (nonm)	701
Surfside, Florid	瑟夫赛德 (佛罗里达州)
Romeo, Kolorado	罗密欧 (科罗拉多州)
881 (nonm)	881
Dolores, Kolorado	多洛雷斯 (科罗拉多州)
Jakmèl (komin)	雅克梅勒
Tonton Makout	國家安全志願軍
San Juan Capistrano, Kalifòni	圣胡安 - 卡皮斯特拉诺 (加利福尼亚州)
Santee, Kalifòni	桑蒂 (加利福尼亚州)
Minas de Riotinto (Huelva)	米纳斯德里奥廷托
San Dimas, Kalifòni	圣迪马斯 (加利福尼亚州)
Kiowa, Kolorado	基奥瓦 (科罗拉多州)
Sellers, Kawolin disid	塞勒斯 (南卡罗来纳州)
Vista, Kalifòni	维斯塔 (加利福尼亚州)
Saint Francisville, Lwizyana	圣弗瑞安斯维尔 (路易斯安那州)
San Angelo, Texas	聖安吉洛
Solisyon ipotonik	高张
Pacifica, Kalifòni	帕西菲卡 (加利福尼亚州)
Port Royal, Kawolin disid	皇家港口 (南卡罗来纳州)
Algarrobo (Málaga)	阿尔加罗沃 (西班牙)
Adotada	鸭嘴花
Monrovia, Kalifòni	蒙诺维亚
City of Industry, Kalifòni	工業市 (加利福尼亞州)
South San Francisco, Kalifòni	南旧金山 (加利福尼亚州)
Paramount, Kalifòni	派拉蒙 (加利福尼亚州)
Saratoga, Kalifòni	薩拉托加 (加利福尼亞州)
Porterville, Kalifòni	波特维尔 (加利福尼亚州)
Duarte, Kalifòni	杜阿尔特 (加利福尼亚州)
Monterey Park, Kalifòni	蒙特利公园
Glenwood Springs, Kolorado	格伦伍德斯普林斯 (科罗拉多州)
Placerville, Kalifòni	普莱瑟维尔 (加利福尼亚州)
Milpitas, Kalifòni	米尔皮塔斯 (加利福尼亚州)
Bronxville, New York	布隆克維
Cloverdale, Kalifòni	克罗弗戴尔 (加利福尼亚州)
Nòdès	东北省 (海地)
Saint Cloud, Florid	圣克劳德 (佛罗里达州)
Brooker, Florid	布鲁克 (佛罗里达州)
Fisyon binè	分裂 (生物学)
Calvert City, Kentucky	卡尔弗特城 (肯塔基州)
Lexington, Massachusetts	列克星敦 (马萨诸塞州)
Goldfield, Nevada	戈尔德菲尔德 (内华达州)
Winner, Dakota disid	温纳 (南达科他州)
Israel Nathan Herstein	以色列·奈森·贺斯汀
Edward Thorp	愛德華·索普
Imperial, Kalifòni	因皮里尔 (加利福尼亚州)
Jean-Louis Verdier	让-路易·韦迪耶
Evgeny Lifshitz	叶夫根尼·利夫希茨
Calipatria, Kalifòni	卡利帕特里亚 (加利福尼亚州)
Deer Trail, Kolorado	迪尔特雷尔 (科罗拉多州)
Arroyo del Ojanco (Jaén)	阿罗约德洛汉科
Elkader, Iowa	艾喀德
Elyria, Ohio	伊利里亞 (俄亥俄州)
Largo, Florid	拉哥 (佛罗里达州)
West Orange, New Jersey	西奥兰治 (新泽西州)
Dauphin Island (Alabama)	多芬岛 (阿拉巴马州)
Lake View (Alabama)	湖景 (阿拉巴马州)
Century, Florid	森楚里 (佛罗里达州)
Isleton, Kalifòni	艾列頓 (加利福尼亞州)
Vernon, Kalifòni	弗农 (加利福尼亚州)
Elmira, New York	埃尔迈拉市 (纽约州)
Inman, Kawolin disid	英曼 (南卡罗来纳州)
Paris, Maine	帕里斯 (缅因州)
Clayton, Iowa	克莱顿 (艾奥瓦州)
Newell, Dakota disid	纽厄尔 (南达科他州)
Seibert, Kolorado	塞伯特 (科罗拉多州)
Port Orchard, Washington	奥查德港 (华盛顿州)
Blanca, Kolorado	布兰卡 (科罗拉多州)
Mount Holly, New Jersey	蒙荷里
Denmark, Kawolin disid	丹麦 (南卡罗来纳州)
Sid (rejyon jewografik)	南部省 (海地)
Sidès	東南省 (海地)
Kirkland, Washington	柯克兰 (华盛顿州)
La Crosse, Wisconsin	拉克罗斯
Resous non-renouvlab	不可再生能源
Show Low, Arizona	肖洛 (亚利桑那州)
Mancha Real (Jaén)	曼查雷亚尔
Hollister, Kalifòni	霍利斯特 (加利福尼亚州)
Hato Mayor	阿托馬約省
Palmetto Bay, Florid	棕榈湾 (佛罗里达州)
Hot Springs, Dakota disid	热泉 (南达科他州)
Villanueva de los Castillejos (Huelva)	卡斯蒂列霍斯新镇
Bison, Dakota disid	拜森 (南达科他州)
Fairfield, Kentucky	费尔菲尔德 (肯塔基州)
Patterson, Kalifòni	帕特森 (加利福尼亚州)
Islamorada, Florid	伊斯拉摩拉 (佛罗里达州)
Burlington, Kolorado	伯灵顿 (科罗拉多州)
Springfield, Kolorado	斯普林菲尔德 (科罗拉多州)
Washington, Lwizyana	华盛顿 (路易斯安那州)
253 (nonm)	253
Hingham, Montana	欣厄姆 (蒙大拿州)
Wilton Manors, Florid	威尔顿庄园 (佛罗里达州)
Wasta, Dakota disid	瓦斯塔 (南达科他州)
Quincy Douby	昆西·杜比
Melstone, Montana	梅尔斯通 (蒙大拿州)
298 (nonm)	298
277 (nonm)	277
314 (nonm)	314
330 (nonm)	330
325 (nonm)	325
226 (nonm)	226
299 (nonm)	299
320 (nonm)	320
Loyalton, Kalifòni	洛亚尔顿 (加利福尼亚州)
Gádor (Almería)	加多尔
Hoven, Dakota disid	霍文 (南达科他州)
Polk City, Florid	波克城市 (佛罗里达州)
Columbus, Indiana	哥伦布 (印第安纳州)
Franklin, Massachusetts	富兰克林 (马萨诸塞州)
Epps, Lwizyana	伊普斯 (路易斯安那州)
Nò (rejyon jewografik)	北部省 (海地)
Haxtun, Kolorado	哈克斯滕 (科罗拉多州)
Natchez, Mississippi	纳奇兹
Campillos (Málaga)	坎皮略斯
Frigiliana (Málaga)	夫里希利亚纳
Ojén (Málaga)	奥亨
Liberty, Mississippi	利伯蒂 (密西西比州)
Pegalajar (Jaén)	佩加拉哈尔
Elko, Nevada	埃尔科 (内华达州)
Lazy Lake, Florid	懒惰湖 (佛罗里达州)
Opheim, Montana	奥普海姆 (蒙大拿州)
Montizón (Jaén)	蒙蒂松
Chim	食糜
Fountain Run, Kentucky	方廷伦
International Falls, Minnesota	國際瀑布城
Elizabethtown, Kentucky	伊丽莎白 (肯塔基州)
Belle Fourche, Dakota disid	贝尔富什 (南达科他州)
Selah, Washington	細拉 (華盛頓州)
Monroe, Lwizyana	门罗 (路易斯安那州)
Enix (Almería)	埃尼斯
Summerville, Kawolin disid	萨默维尔 (南卡罗来纳州)
Harrodsburg, Kentucky	哈洛兹柏格 (肯塔基州)
Piramid enèjetik	生態塔
Santa Fe Springs, Kalifòni	圣菲斯普林斯 (加利福尼亚州)
Los Alamitos, Kalifòni	洛斯阿拉米托斯 (加利福尼亚州)
La Habra, Kalifòni	拉哈布拉 (加利福尼亚州)
Laguna Niguel, Kalifòni	尼古湖 (加利福尼亚州)
Lake Elsinore, Kalifòni	湖埃尔西诺 (加利福尼亚州)
Westminster, Kolorado	威斯敏斯特 (科羅拉多州)
Hercules, Kalifòni	赫拉克勒斯 (加利福尼亚州)
Clayton, Kalifòni	克莱顿 (加利福尼亚州)
Hemet, Kalifòni	赫米特 (加利福尼亚州)
Lemon Grove, Kalifòni	莱蒙格罗韦 (加利福尼亚州)
Coachella, Kalifòni	科切拉 (加利福尼亚州)
Ignazio Danti	埃尼亚齐奥·当蒂
Aliso Viejo, Kalifòni	亚里索维耶荷 (加利福尼亚州)
Philip Hall	菲利浦·赫爾
Walker, Lwizyana	沃克 (路易斯安那州)
287 (nonm)	287
Melbourne, Florid	墨爾本 (佛羅里達州)
Yakov Sinai	雅科夫·西奈
Oakley, Kalifòni	奥克利 (加利福尼亚州)
Pleasant Hill, Kalifòni	普莱森特希尔 (加利福尼亚州)
Marysville, Kalifòni	马里斯维尔 (加利福尼亚州)
Stanford, Kentucky	斯坦福 (肯塔基州)
Nathan Jacobson	纳森·雅各布森
Howard Georgi	哈沃德·乔吉
Pòdpè (komin)	和平港
Claremont, New Hampshire	克萊爾蒙特 (新罕布什爾州)
Pittsboro, Mississippi	匹兹波罗 (密西西比州)
Safety Harbor, Florid	安全港 (佛罗里达州)
Tracy, Kalifòni	特雷西 (加利福尼亚州)
San Gabriel, Kalifòni	圣盖博
Cudahy, Kalifòni	卡德希 (加利福尼亚州)
Divè	绒羽
Rolling Hills Estates, Kalifòni	罗灵丘陵庄园 (加利福尼亚州)
Punta Gorda, Florid	蓬塔戈尔达 (佛罗里达州)
Folikil	卵泡
Sonora, Kalifòni	索诺拉 (加利福尼亚州)
Littleton, Kolorado	利特尔顿 (科罗拉多州)
Ione, Kalifòni	艾奥尼 (加利福尼亚州)
Pwa grate	刺毛黧豆
Wilson, Lwizyana	威尔逊 (路易斯安那州)
Dorris, Kalifòni	多里斯 (加利福尼亚州)
Santisteban del Puerto (Jaén)	桑蒂斯特万德尔普埃尔托
